Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
RL_Link_4.2,"0,0008653797056285","-0,0156960212988087","-0,0510807764099905",0,0,0,"0,0404318537783237","1,68590600684294E-05","-7,45119818241316E-08","4,79427343489324E-07","1,44585123359687E-05","5,43836801640023E-07","5,35390188408828E-06",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_4.2.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_4.2.STL,,CAMBITO DIREITO-5,Origin_RLKNEE_2,Axis_RLKNEE_2,RLKNEE_2,revolute,0,"0,0004","-0,04",0,0,0,RL_Link_3.2,0,1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_5.2,"4,77395900588817E-14","-0,0165008877061729","-0,00699824186844022",0,0,0,"0,00924103832110104","9,21420088992823E-07","3,03466802112824E-21","6,84419065795441E-22","1,33917870094116E-06","-1,06657670106144E-10","7,58006220926266E-07",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_5.2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_5.2.STL,,ENCAIXE_ROT_PÉ-2,Origin_RANKLE_UY2,Axis_RANKLE_UY2,RANKLE_UY2,revolute,"0,0032786","-0,0001","-0,11535",0,0,0,RL_Link_4.2,0,-1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_2.3,"-0,00105974300885803","-0,016298977021328","-0,0575533394910568",0,0,0,"0,0412317441449817","1,59936703445184E-05","-2,19570111271258E-09","3,15714987694653E-07","1,38236234725518E-05","7,72539548963771E-08","4,89446891063541E-06",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_2.3.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_2.3.STL,,Cambitos-1,Origin_RHIP_UY3,Axis_RHIP_UY3,RHIP_UY3,revolute,"-0,042494","0,0163","-0,0402",0,0,0,RL_Link_1,0,1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_3.3,"0,0238882932525669","-0,0160985564575607","-0,0199991890557153",0,0,0,"0,031045429157865","6,14227773632857E-06","3,00783146519015E-20","-6,08571658102752E-11","9,47591658092724E-06","6,95625537524271E-21","7,93494494642546E-06",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_3.3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_3.3.STL,,ENCAIXE_ROT_PÉ2 _-1;1515 Aluminum Extrusion - 85-1;1515 Aluminum Extrusion - 55MM-1,Origin_RUKNEE_3,Axis_RUKNEE_3,RUKNEE_3,revolute,"0,0032729","-0,0002","-0,11515",0,0,0,RL_Link_2.3,0,-1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_4.3,"-0,00100984896855694","-0,0162989770213279","-0,0575542365675921",0,0,0,"0,0412317441449818","1,59931146094832E-05","-2,26267261641097E-09","3,25336533014041E-07","1,38236234725519E-05","7,72520223886699E-08","4,89502464567067E-06",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_4.3.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_4.3.STL,,Cambitos-2,Origin_RLKNEE_3,Axis_RLKNEE_3,RLKNEE_3,revolute,0,"-0,0001","-0,0402",0,0,0,RL_Link_3.3,0,1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_5.3,"0,0298989072595887","-0,0161511410398984","-0,015443014382013",0,0,0,"0,0235688927645475","3,18317710905706E-06","2,0360629761584E-20","2,09805122338139E-07","6,30493782909294E-06","-9,46633933919088E-21","7,21398066364362E-06",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_5.3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_5.3.STL,,ENCAIXE_ROT_PÉ2 - TESTE-1;1515 Aluminum Extrusion - 85-2;1515 Aluminum Extrusion - 55MM-2,Origin_RANKLE_UY3,Axis_RANKLE_UY3,RANKLE_UY3,revolute,"0,0033727","-0,0002","-0,11515",0,0,0,RL_Link_4.3,0,-1,0,0,0,0,0,,,1,"0,1",,,,
RL_Link_6,"-0,00425001163582861","1,06892399098779E-08","-0,00862791274632863",0,0,0,"0,122092184838629","6,61430864823704E-05","9,44434013054834E-11","2,47785587116841E-06","0,00019654550953647","-8,89038306263689E-13","0,000254678125028926",0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_6.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/RL_Link_6.STL,,PE-1;PE_Grip-1,Origin_RANKLE_UX,Axis_RANKLE_UX,RANKLE_UX,revolute,"0,0424","-0,0162","-0,04",0,0,0,RL_Link_5.3,-1,0,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_1,"0,0104966738017489","-1,94222189072966E-05","-0,0220775172507832",0,0,0,"0,0584456875525911","6,20824218488489E-06","1,54147872283643E-19","-8,35410272686806E-08","2,7846271525662E-05","-2,13315340220774E-10","2,7832166607451E-05",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_1.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_1.STL,,MONT_T_PÉ-4,Origin_LHIP_UX,Axis_LHIP_UX,LHIP_UX,revolute,"0,0022959","0,06","-0,0125",0,0,0,Link_0,1,0,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_2.1,"0,00129701081912853","-0,0166039787011905","-0,0643048494093913",0,0,0,"0,0404318537783237","1,68760034867391E-05","4,30285594975401E-08","1,86082751551821E-07","1,44585123359687E-05","5,47228512891067E-07","5,33695846577863E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.1.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.1.STL,,CAMBITO DIREITO-7,Origin_LHIP_UY1,Axis_LHIP_UY1,LHIP_UY1,revolute,"0,0424","-0,0038","-0,04",0,0,0,LL_Link_1,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_3.1,"6,78956650068674E-07","-0,0159994983866224","-0,0199999999884959",0,0,0,"0,0163538818931416","4,95531094113231E-06","5,68521558621731E-21","1,25942704784497E-10","5,60081861240145E-06","3,66868539567429E-20","1,24542149591819E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.1.STL,,burilando-4,Origin_LUKNEE_1,Axis_LUKNEE_1,LUKNEE_1,revolute,"0,0033786","-0,0003","-0,11535",0,0,0,LL_Link_2.1,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_4.1,"0,000865379705914826","-0,0163970420143347","-0,0510807764099857",0,0,0,"0,0404318537783238","1,68590600684241E-05","7,45119818271308E-08","4,79427343553835E-07","1,44585123359688E-05","-5,4383680163947E-07","5,35390188409365E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.1.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.1.STL,,CAMBITO ESQUERDO-5,Origin_LLKNEE_1,Axis_LLKNEE_1,LLKNEE_1,revolute,0,"-0,0002","-0,04",0,0,0,LL_Link_3.1,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_5.1,"-7,06656955173912E-14","-0,0163008877061722","-0,00699824186821957",0,0,0,"0,00924103832110104","9,21420088992822E-07","3,08590253910977E-21","8,24214153912439E-22","1,33917870094115E-06","-1,06657670105934E-10","7,58006220926266E-07",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.1.STL,,ENCAIXE_ROT_PÉ-3,Origin_LANKLE_UY1,Axis_LANKLE_UY1,LANKLE_UY1,revolute,"0,0032786","0,0001","-0,11535",0,0,0,LL_Link_4.1,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_2.2,"0,00129701081912453","-0,0157029579856645","-0,0643048494093913",0,0,0,"0,0404318537783237","1,68760034867391E-05","-4,30285594976419E-08","1,86082751551092E-07","1,44585123359687E-05","-5,47228512890948E-07","5,33695846577859E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.2.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.2.STL,,CAMBITO ESQUERDO-6,Origin_LHIP_UY2,Axis_LHIP_UY2,LHIP_UY2,revolute,"0,0424","0,036","-0,04",0,0,0,LL_Link_1,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_3.2,"6,78956658006769E-07","-0,015799498386575","-0,0199999999885459",0,0,0,"0,0163538818931416","4,95531094113231E-06","5,79454157006428E-21","1,25942704783724E-10","5,60081861240146E-06","3,72070463472879E-20","1,24542149591819E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.2.STL,,burilando-3,Origin_LUKNEE_2,Axis_LUKNEE_2,LUKNEE_2,revolute,"0,0033786","-0,0001","-0,11535",0,0,0,LL_Link_2.2,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_4.2,"0,000865379705914826","-0,0156960212988087","-0,0510807764099857",0,0,0,"0,0404318537783237","1,6859060068424E-05","-7,45119818271785E-08","4,79427343553844E-07","1,44585123359687E-05","5,43836801639605E-07","5,35390188409366E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.2.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.2.STL,,CAMBITO DIREITO-6,Origin_LLKNEE_2,Axis_LLKNEE_2,LLKNEE_2,revolute,0,"0,0004","-0,04",0,0,0,LL_Link_3.2,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_5.2,"-7,061018436616E-14","-0,016500887706172","-0,00699824186822035",0,0,0,"0,00924103832110103","9,21420088992821E-07","2,99797087834705E-21","5,89748752109786E-22","1,33917870094115E-06","-1,06657670105938E-10","7,58006220926265E-07",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.2.STL,,ENCAIXE_ROT_PÉ-4,Origin_LANKLE_UY2,Axis_LANKLE_UY2,LANKLE_UY2,revolute,"0,0032786","-0,0001","-0,11535",0,0,0,LL_Link_4.2,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_2.3,"-0,00105974300898037","-0,0162989770213279","-0,0575533394910545",0,0,0,"0,0412317441449817","1,59936703445197E-05","-2,19570111254918E-09","3,15714987671079E-07","1,38236234725518E-05","7,72539548963853E-08","4,89446891063407E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.3.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_2.3.STL,,Cambitos-4,Origin_LHIP_UY3,Axis_LHIP_UY3,LHIP_UY3,revolute,"-0,042494","0,0163","-0,0402",0,0,0,LL_Link_1,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_3.3,"0,0238882932525806","-0,0160985564575617","-0,0199991890557802",0,0,0,"0,031045429157865","6,14227773632858E-06","2,83855444094917E-20","-6,08571658372188E-11","9,47591658092724E-06","1,08377216521001E-20","7,93494494642544E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_3.3.STL,,ENCAIXE_ROT_PÉ2 _-2;1515 Aluminum Extrusion - 85-3;1515 Aluminum Extrusion - 55MM-3,Origin_LUKNEE_3,Axis_LUKNEE_3,LUKNEE_3,revolute,"0,0032729","-0,0002","-0,11515",0,0,0,LL_Link_2.3,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_4.3,"-0,00100984896823408","-0,0162989770213278","-0,0575542365675978",0,0,0,"0,0412317441449815","1,59931146094794E-05","-2,26267261684684E-09","3,25336533076271E-07","1,38236234725517E-05","7,72520223886805E-08","4,8950246456743E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.3.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_4.3.STL,,Cambitos-3,Origin_LLKNEE_3,Axis_LLKNEE_3,LLKNEE_3,revolute,0,"-0,0001","-0,0402",0,0,0,LL_Link_3.3,0,1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_5.3,"0,0298989072595921","-0,0161511410398961","-0,0154430143820583",0,0,0,"0,0235688927645474","3,18317710905704E-06","1,86048875773236E-20","2,09805122338144E-07","6,30493782909295E-06","-1,01983947858494E-20","7,21398066364361E-06",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_5.3.STL,,ENCAIXE_ROT_PÉ2 - TESTE-2;1515 Aluminum Extrusion - 85-4;1515 Aluminum Extrusion - 55MM-4,Origin_LANKLE_UY3,Axis_LANKLE_UY3,LANKLE_UY3,revolute,"0,0033727","-0,0002","-0,11515",0,0,0,LL_Link_4.3,0,-1,0,0,0,0,0,,,1,"0,1",,,,
LL_Link_6,"-0,00425001163582872","1,06892412074511E-08","-0,00862791274632896",0,0,0,"0,122092184838629","6,61430864823704E-05","9,44434015376236E-11","2,47785587116845E-06","0,00019654550953647","-8,89038325562251E-13","0,000254678125028926",0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_6.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_robox/meshes/LL_Link_6.STL,,PE-2;PE_Grip-2,Origin_LANKLE_UY,Axis_LANKLE_UY,LANKLE_UY,revolute,"0,0424","-0,0162","-0,04",0,0,0,LL_Link_5.3,1,0,0,0,0,0,0,,,1,"0,1",,,,
